Product_Name,Price_BDT,Location,Product_Link,Price_Numeric,Product_Name_Short
2PCS - Buzzer Alarm 5V to 12V Active Piezo Sounder Speaker Buzzer,৳ 39,Chattogram,https://www.daraz.com.bd/products/2pcs-buzzer-alarm-5v-to-12v-active-piezo-sounder-speaker-buzzer-i523964552.html,39.0,2PCS - Buzzer Alarm 5V to 12V Active Piezo Sounder Speaker Buzzer
2 Level Hanging Rectangle Shape Wall Mount Storage Rack Organizer Kitchen rack Furniture space savers,৳ 150,Dhaka,https://www.daraz.com.bd/products/2-i329223851.html,150.0,2 Level Hanging Rectangle Shape Wall Mount Storage Rack Organizer Kitchen rack F
Travel Gadget Organizer Mobile phone Bag Portable digital cable bag Electronics Accessories Storage Carrying Case Pouch for USB power Bank,৳ 235,Chattogram,https://www.daraz.com.bd/products/usb-i302714331.html,235.0,Travel Gadget Organizer Mobile phone Bag Portable digital cable bag Electronics 
"""Single 2-Step Square Shape Hanging Rack – Durable Iron Material, White Finish, Easy to Install, Ideal for Kitchen Space Optimization""",৳ 170,Dhaka,https://www.daraz.com.bd/products/2-i412175642.html,170.0,"""Single 2-Step Square Shape Hanging Rack – Durable Iron Material, White Finish, "
936H Digital LCD Display With 60W Adjustable Soldering Iron 80W 220V Tatal Iron 80W Variable Temperature Control Soldering Iron 80W Soldering Iron 936H Soldering Iron Tools,৳ 780,Dhaka,https://www.daraz.com.bd/products/60w-60w-936-v-80w-80w-220-h-936h-lcd-i375782021.html,780.0,936H Digital LCD Display With 60W Adjustable Soldering Iron 80W 220V Tatal Iron 
Universal Domino On Off Switch Waterproof. Handlebar Switch For All Motorcycle. Black - Bike Accessories,৳ 280,Dhaka,https://www.daraz.com.bd/products/domino-i239278023.html,280.0,Universal Domino On Off Switch Waterproof. Handlebar Switch For All Motorcycle. 
Sonar Ultrasonic Sensor (HC-SR04),৳ 95,Chattogram,https://www.daraz.com.bd/products/sonar-hc-sr04-i317151138.html,95.0,Sonar Ultrasonic Sensor (HC-SR04)
4-Layer Wall-Mounted Shelf – Multifunctional Storage Rack for Kitchen & Bathroom,৳ 560,Dhaka,https://www.daraz.com.bd/products/4-layer-wall-mounted-shelf-multifunctional-storage-rack-for-kitchen-bathroom-i529548729.html,560.0,4-Layer Wall-Mounted Shelf – Multifunctional Storage Rack for Kitchen & Bathroom
"Ruti Belun, phiri Stand And Tishu Holder",৳ 450,Dhaka,https://www.daraz.com.bd/products/-i388865642.html,450.0,"Ruti Belun, phiri Stand And Tishu Holder"
"Screwdriver Set, Precision Magnetic Screwdriver Accessory Kit with Adjustable Pole & Anti-Slip Handle, Work Repair Tool for Household Appliances, Electronics, Crafts & DIY Projects (Green)",৳ 220,Dhaka,https://www.daraz.com.bd/products/diy-i168880729.html,220.0,"Screwdriver Set, Precision Magnetic Screwdriver Accessory Kit with Adjustable Po"
"Soldering Package-Soldering Iron,Lead,Rosin And Soldering Stand",৳ 595,Dhaka,https://www.daraz.com.bd/products/-i185894938.html,595.0,"Soldering Package-Soldering Iron,Lead,Rosin And Soldering Stand"
Water purifier. filtar. water filter. iron remover. water treatment.,"৳ 1,080",Chattogram,https://www.daraz.com.bd/products/-i433947580.html,1080.0,Water purifier. filtar. water filter. iron remover. water treatment.
Moto bike alam system remote control motorcycle anti-theft alarm device anti-theft protection engine start pke sensing - bike accessories,"৳ 1,049",Dhaka,https://www.daraz.com.bd/products/pke-i392706653.html,1049.0,Moto bike alam system remote control motorcycle anti-theft alarm device anti-the
8 in 1 Multi Size Screwdriver for Multi Tasking,৳ 199,Dhaka,https://www.daraz.com.bd/products/8-1-i271625271.html,199.0,8 in 1 Multi Size Screwdriver for Multi Tasking
BC557 PNP Transistor (10PCS),৳ 35,Chattogram,https://www.daraz.com.bd/products/bc557-pnp-transistor-10pcs-i333512923.html,35.0,BC557 PNP Transistor (10PCS)
Soldering Iron 60 Watt High Quality Rosin + Lead Free,৳ 195,Khulna,https://www.daraz.com.bd/products/60-i295427242.html,195.0,Soldering Iron 60 Watt High Quality Rosin + Lead Free
"Helping Hands Magnifier Station, 2.5X/7.5X/10X LED Lighting Workstation Magnifying Glass Stand with Clamp and Alligator Clips","৳ 1,050",Dhaka,https://www.daraz.com.bd/products/25x75x10x-led-i280106761.html,1050.0,"Helping Hands Magnifier Station, 2.5X/7.5X/10X LED Lighting Workstation Magnifyi"
Kitchen Rack 2 Layer Kitchen Shelf Kitchen Organizer Spice Jar organizer Kitchen Decoration Rack,"৳ 1,149",Dhaka,https://www.daraz.com.bd/products/2-i339010413.html,1149.0,Kitchen Rack 2 Layer Kitchen Shelf Kitchen Organizer Spice Jar organizer Kitchen
3+2 Layer Corner Shelf -2 Pcs Metal Rack Storage Organizer দুটি লোহার কর্নার স্ট্যান্ড রেক,৳ 480,Dhaka,https://www.daraz.com.bd/products/32-layer-corner-shelf-2-pcs-metal-rack-storage-organizer-i326825549.html,480.0,3+2 Layer Corner Shelf -2 Pcs Metal Rack Storage Organizer দুটি লোহার কর্নার স্ট
"Multifunctional Electronic Cleaner Kit 7 in 1, Keyboard Cleaner Kit with Brush, 3 in 1 Cleaning Pen for AirPods Pro, Multifunctional Cleaning Kit for Earphone, Keyboard, Laptop, Phone, PC Monitor-Multicolor",৳ 249,Dhaka,https://www.daraz.com.bd/products/7-1-3-1-i324464622.html,249.0,"Multifunctional Electronic Cleaner Kit 7 in 1, Keyboard Cleaner Kit with Brush, "
Soldering Iron Equipment Kit- Combo - Tools,৳ 311,Dhaka,https://www.daraz.com.bd/products/soldering-iron-equipment-kit-combo-tools-i258055631.html,311.0,Soldering Iron Equipment Kit- Combo - Tools
"Adapter For LCD LED OLED TV Monitor, LED Lighting, Audio Amplifier, Charger, Networking Module & Others Electronics Devise",৳ 309,Dhaka,https://www.daraz.com.bd/products/adapter-for-lcd-led-oled-tv-monitor-led-lighting-audio-amplifier-charger-networking-module-others-electronics-devise-i517974880.html,309.0,"Adapter For LCD LED OLED TV Monitor, LED Lighting, Audio Amplifier, Charger, Net"
"PCB Breadboard 830,400,170 Points Holes",৳ 81,Dhaka,https://www.daraz.com.bd/products/pcb-830400170-i129006514.html,81.0,"PCB Breadboard 830,400,170 Points Holes"
Bike Pillion Hook/Holder Hook/Bag Holder For All Bikes (Made In India) - Bike Accessories,৳ 145,Dhaka,https://www.daraz.com.bd/products/bike-pillion-hookholder-hookbag-holder-for-all-bikes-made-in-india-bike-accessories-i225612687.html,145.0,Bike Pillion Hook/Holder Hook/Bag Holder For All Bikes (Made In India) - Bike Ac
For infinix Hot 50 Pro Plus Phone Case Camera Lens Protector Shockproof Armor Iron Metal Car Ring Kickstand Bracket Casing for infinix Hot 50 Cover Casing HP,৳ 649,Overseas,https://www.daraz.com.bd/products/infinix-hot-50-pro-plus-50-hp-i468963293.html,649.0,For infinix Hot 50 Pro Plus Phone Case Camera Lens Protector Shockproof Armor Ir
Multifunction Brain Comfort Massager For Head Body Face,৳ 199,Dhaka,https://www.daraz.com.bd/products/-i207390799.html,199.0,Multifunction Brain Comfort Massager For Head Body Face
Car Ignition Switch Cover Luminous Key Ring Hole Cover Sticker,৳ 48,Rajshahi,https://www.daraz.com.bd/products/-i238364199.html,48.0,Car Ignition Switch Cover Luminous Key Ring Hole Cover Sticker
3 Step Hanging Corner Storage Rack Space Saving Kitchen Organizer,৳ 430,Dhaka,https://www.daraz.com.bd/products/3-step-hanging-corner-storage-rack-space-saving-kitchen-organizer-i294013610.html,430.0,3 Step Hanging Corner Storage Rack Space Saving Kitchen Organizer
"White Physiotherapy Equipments Self Adhesive Electrode Pads For Electronic Stimulators, Ift, Tens,Ems & Pulse Massagers.",৳ 185,Dhaka,https://www.daraz.com.bd/products/ift-tens-ems-i344516884.html,185.0,White Physiotherapy Equipments Self Adhesive Electrode Pads For Electronic Stimu
STARINK 107A Black Laser Toner Compatible With HP 107X/W1107X Computer & Office Office Electronics Printer Supplies Toner-Cartridges Computers And Consumables Print 1000 Pages Without Chip,৳ 850,Chattogram,https://www.daraz.com.bd/products/starink-107a-hp-107xw1107x-1000-i529841551.html,850.0,STARINK 107A Black Laser Toner Compatible With HP 107X/W1107X Computer & Office 
for Xiaomi Redmi 8 / Redmi 8A Luxury Iron Man Stand Back Cover with Hard Armor and Soft Silicone Phone Case Casing for Xiaomi Redmi 8 / Redmi 8A - Ensures Image Security (Back Case Cover For Smartphone),৳ 250,Dhaka,https://www.daraz.com.bd/products/for-xiaomi-redmi-8-redmi-8a-luxury-iron-man-stand-back-cover-with-hard-armor-and-soft-silicone-phone-case-casing-for-xiaomi-redmi-8-redmi-8a-ensures-image-security-back-case-cover-for-smartphone-i171598476.html,250.0,for Xiaomi Redmi 8 / Redmi 8A Luxury Iron Man Stand Back Cover with Hard Armor a
Soldering Iron 60W,৳ 175,Dhaka,https://www.daraz.com.bd/products/60w-i115710940.html,175.0,Soldering Iron 60W
Bike Key Ring Hole Cover Sticker,৳ 55,Rajshahi,https://www.daraz.com.bd/products/-i301927289.html,55.0,Bike Key Ring Hole Cover Sticker
Gaming Mouse Metallic Silver TWOLF V6 IRON GRAY RGB Lighting Wired DPI Mouse Mechanical RGB Mouse OTG Mobile Tablet Computer Mice Laptop Desktop,৳ 575,Dhaka,https://www.daraz.com.bd/products/gaming-mouse-metallic-silver-twolf-v6-iron-gray-rgb-lighting-wired-dpi-mouse-mechanical-rgb-mouse-otg-mobile-tablet-computer-mice-laptop-desktop-i526179608.html,575.0,Gaming Mouse Metallic Silver TWOLF V6 IRON GRAY RGB Lighting Wired DPI Mouse Mec
iPhone Screwdriver Kit 5 in 1 for Apple,৳ 125,Dhaka,https://www.daraz.com.bd/products/apple-iphone-5-1-i215329952.html,125.0,iPhone Screwdriver Kit 5 in 1 for Apple
Electric Continuity Tester,৳ 99,Dhaka,https://www.daraz.com.bd/products/-i183657629.html,99.0,Electric Continuity Tester
"Waterproof RGB LED Multi Color Bright Parking Sports Light with Memory Function for Motorcycle, Car- 2pcs 12V T10 LED 5050SMD RGB Flashing Silicone Coated",৳ 330,Dhaka,https://www.daraz.com.bd/products/waterproof-rgb-led-multi-color-bright-parking-sports-light-with-memory-function-for-motorcycle-car-2pcs-12v-t10-led-5050smd-rgb-flashing-silicone-coated-i171776013.html,330.0,Waterproof RGB LED Multi Color Bright Parking Sports Light with Memory Function 
"25 in 1 Multi-Functional Screwdriver Tool Set For Mobile Phone, Computer, Electronic Product repair, Camera Maintenance and Disassembly",৳ 299,Dhaka,https://www.daraz.com.bd/products/25-in-1-multi-functional-screwdriver-tool-set-for-mobile-phone-computer-electronic-product-repair-camera-maintenance-and-disassembly-i154202829.html,299.0,"25 in 1 Multi-Functional Screwdriver Tool Set For Mobile Phone, Computer, Electr"
5PCS 6A10 Diode 1000V 6A General Rectifier Diode,৳ 35,Chattogram,https://www.daraz.com.bd/products/5pcs-6a10-diode-1000v-6a-general-rectifier-diode-i330860250.html,35.0,5PCS 6A10 Diode 1000V 6A General Rectifier Diode
5Pcs/set Soldering Iron Tip Kd 900M I + B + K + 2.4D + 3C Type 5 Piss Soldering Iron Head Set Lead-free Environmentally Friendly Internal Heating Soldering Iron Tip,৳ 160,Dhaka,https://www.daraz.com.bd/products/5pcs-kd-900m-i-b-k-24d-3c-5-i520035926.html,160.0,5Pcs/set Soldering Iron Tip Kd 900M I + B + K + 2.4D + 3C Type 5 Piss Soldering 
Tactile Tact Push Button Micro Switch TS 1166A-5PCS,৳ 31,Chattogram,https://www.daraz.com.bd/products/tactile-tact-push-button-micro-switch-ts-1166a-5pcs-i336637280.html,31.0,Tactile Tact Push Button Micro Switch TS 1166A-5PCS
"Find tag dual version Android and IOS version, 100% authentic device","৳ 2,000",Chattogram,https://www.daraz.com.bd/products/ios-100-i531064830.html,2000.0,"Find tag dual version Android and IOS version, 100% authentic device"
Mini Car Tracker GSM Tracking Device Locator GF07,"৳ 1,450",Dhaka,https://www.daraz.com.bd/products/gsm-gf07-i343932314.html,1450.0,Mini Car Tracker GSM Tracking Device Locator GF07
2PCS Push Switch PBS-11 PUSH BUTTON AC 250V 3A 2 Pin Leads On Off SPST RED CAP Plastic Push Button Switch Latching Switches,৳ 35,Chattogram,https://www.daraz.com.bd/products/2pcs-push-switch-pbs-11-push-button-ac-250v-3a-2-pin-leads-on-off-spst-red-cap-plastic-push-button-switch-latching-switches-i383467444.html,35.0,2PCS Push Switch PBS-11 PUSH BUTTON AC 250V 3A 2 Pin Leads On Off SPST RED CAP P
32 In 1 Multipurpose Precision Screwdriver Disassemble Electronic Repair Tools Set,৳ 165,Dhaka,https://www.daraz.com.bd/products/32-in-1-multipurpose-precision-screwdriver-disassemble-electronic-repair-tools-set-i316792900.html,165.0,32 In 1 Multipurpose Precision Screwdriver Disassemble Electronic Repair Tools S
VIP Horn / 12V 3 Tone Sound Loud Car Horn Motorcycle Warning Alarm Siren Horn Speaker Automotive Accessories Motor,৳ 450,Dhaka,https://www.daraz.com.bd/products/12v-3-i300201727.html,450.0,VIP Horn / 12V 3 Tone Sound Loud Car Horn Motorcycle Warning Alarm Siren Horn Sp
31 In 1 Screw Driver Set - ★Yellow and Red★,৳ 150,Dhaka,https://www.daraz.com.bd/products/31-in-1-screw-driver-set-yellow-and-red-i154414054.html,150.0,31 In 1 Screw Driver Set - ★Yellow and Red★
Mini Router UPS Combo Set Borad 40W V2.6 Battery Charger Board 11.1V Battery Charger Router UPS Pack DIY- READY ELECTRONICS,৳ 600,Dhaka,https://www.daraz.com.bd/products/ups-borad-40w-v26-111v-ups-diy-i415491112.html,600.0,Mini Router UPS Combo Set Borad 40W V2.6 Battery Charger Board 11.1V Battery Cha
AC 60V-500V Mini Digital Voltmeter 2-Wire LED Display Panel Voltage Test Meter (RED),৳ 139,Rajshahi,https://www.daraz.com.bd/products/ac-60v-500v-2-led-i346879057.html,139.0,AC 60V-500V Mini Digital Voltmeter 2-Wire LED Display Panel Voltage Test Meter (
IR Flame Detection Sensor Module Fire Detector Infrared Receiver Module,৳ 55,Rajshahi,https://www.daraz.com.bd/products/ir-i346458733.html,55.0,IR Flame Detection Sensor Module Fire Detector Infrared Receiver Module
5V Low Level Trigger One 1 Channel Relay Module Interface Board Shield DC AC 220V for Arduino PIC AVR DSP ARM MCU,৳ 72,Chattogram,https://www.daraz.com.bd/products/5v-1-dc-ac-220v-arduino-pic-avr-dsp-mcu-i310846351.html,72.0,5V Low Level Trigger One 1 Channel Relay Module Interface Board Shield DC AC 220
31-in-1 Screwdriver Tool Set - Yellow,৳ 189,Dhaka,https://www.daraz.com.bd/products/31-1-i208907013.html,189.0,31-in-1 Screwdriver Tool Set - Yellow
K12 Bluetooth Karaoke Machine Portable 5.3 PA Speaker System with 1-2 Wireless Microphones Home Family Singing Children's Gifts By Win Accessories,৳ 519,Dhaka,https://www.daraz.com.bd/products/k12-53-pa-1-2-i453536167.html,519.0,K12 Bluetooth Karaoke Machine Portable 5.3 PA Speaker System with 1-2 Wireless M
Steel Pen Holder / Spoon Holder,৳ 129,Dhaka,https://www.daraz.com.bd/products/-i323504318.html,129.0,Steel Pen Holder / Spoon Holder
31-in-1 Screwdriver Tool Set - Yellow-,৳ 130,Dhaka,https://www.daraz.com.bd/products/31-1-i113618443.html,130.0,31-in-1 Screwdriver Tool Set - Yellow-
12 Volt Micro Soldering Iron- DC SOLDERING IRON FOR RC PROJECT,৳ 119,Dhaka,https://www.daraz.com.bd/products/12-volt-micro-soldering-iron-dc-soldering-iron-for-rc-project-i384431950.html,119.0,12 Volt Micro Soldering Iron- DC SOLDERING IRON FOR RC PROJECT
3 Layer Metal Corner Shelf Spice Jar Pot Rack for Kitchen and Bathroom Organizer Rust-Resistant,৳ 380,Dhaka,https://www.daraz.com.bd/products/3-layer-metal-corner-shelf-spice-jar-pot-rack-for-kitchen-and-bathroom-organizer-rust-resistant-i307870953.html,380.0,3 Layer Metal Corner Shelf Spice Jar Pot Rack for Kitchen and Bathroom Organizer
Mini Iron Remover Filter - Ensure Clean and Iron-Free Water - Effectively Removes Water Contaminants,"৳ 1,300",Dhaka,https://www.daraz.com.bd/products/mini-iron-remover-filter-ensure-clean-and-iron-free-water-effectively-removes-water-contaminants-i317730426.html,1300.0,Mini Iron Remover Filter - Ensure Clean and Iron-Free Water - Effectively Remove
LDR -5 mm Light Dependent Resistor-5PCS,৳ 39,Chattogram,https://www.daraz.com.bd/products/ldr-5mm-resistor-5pcs-i524555928.html,39.0,LDR -5 mm Light Dependent Resistor-5PCS
"Metal Pot Lid Holder for Organizing Pans, Dishes, and Bakeware with Stable U-Shaped Design",৳ 750,Dhaka,https://www.daraz.com.bd/products/metal-pot-lid-holder-for-organizing-pans-dishes-and-bakeware-with-stable-u-shaped-design-i369413466.html,750.0,"Metal Pot Lid Holder for Organizing Pans, Dishes, and Bakeware with Stable U-Sha"
2Pcs Temperature-resistant Soldering Station Iron Handle Accessories for Iron Head Cannula Iron Tip Bushing,৳ 200,Dhaka,https://www.daraz.com.bd/products/2pcs-i519078456.html,200.0,2Pcs Temperature-resistant Soldering Station Iron Handle Accessories for Iron He
Electronic Pedicure Tool,৳ 599,Dhaka,https://www.daraz.com.bd/products/-i524021115.html,599.0,Electronic Pedicure Tool
Mobile Bag Portable Gadget Bag Electronic Digital Organizers Multi-function USB Storage Bag Large Capacity Cable Organizer Bag,৳ 399,Rajshahi,https://www.daraz.com.bd/products/mobile-bag-portable-gadget-bag-electronic-digital-organizers-multi-function-usb-storage-bag-large-capacity-cable-organizer-bag-i245836370.html,399.0,Mobile Bag Portable Gadget Bag Electronic Digital Organizers Multi-function USB 
Bike Electronic Loud Horn 130 db Warning Safety Electric Bell Police Siren Bicycle Handlebar Alarm Ring Bell Cycling Accessories,৳ 249,Dhaka,https://www.daraz.com.bd/products/130-db-i529173212.html,249.0,Bike Electronic Loud Horn 130 db Warning Safety Electric Bell Police Siren Bicyc
60W Soldering Iron Adjustable 200-450 Degree Celsius Temperature Control,৳ 345,Dhaka,https://www.daraz.com.bd/products/60w-200-450-i531424656.html,345.0,60W Soldering Iron Adjustable 200-450 Degree Celsius Temperature Control
Universal 48W IP68 Waterproof Fog Lights Fog Lamp for Motocycle Offroad LED Work Light Bar for Tractors Trucks Car Light Assembly -,৳ 460,Overseas,https://www.daraz.com.bd/products/48w-ip68-i146082731.html,460.0,Universal 48W IP68 Waterproof Fog Lights Fog Lamp for Motocycle Offroad LED Work
electronic sigarate,৳ 510,Dhaka,https://www.daraz.com.bd/products/-i525294564.html,510.0,electronic sigarate
1 Pcs Multipurpose Tooth Pick Key chain Key Ring Fruit Pocket Key Chain Ring Pick Tools Point,৳ 155,Chattogram,https://www.daraz.com.bd/products/1-i302428950.html,155.0,1 Pcs Multipurpose Tooth Pick Key chain Key Ring Fruit Pocket Key Chain Ring Pic
10 Inch Water Filter Purifier with all Accessories for Household Iron Removal Water Cartridge Filter (FULL PAKAGE),"৳ 1,199",Dhaka,https://www.daraz.com.bd/products/10-i324930305.html,1199.0,10 Inch Water Filter Purifier with all Accessories for Household Iron Removal Wa
Bike On/Off emergency engine kill switch for any bike,৳ 70,Dhaka,https://www.daraz.com.bd/products/-i166294715.html,70.0,Bike On/Off emergency engine kill switch for any bike
3 Wire Light Driver & 3 Wire Light SMD 1SET,৳ 150,Chattogram,https://www.daraz.com.bd/products/3-3-smd-1-i312725709.html,150.0,3 Wire Light Driver & 3 Wire Light SMD 1SET
OFFICIAL!! MiLi MiTag Android Location Tracker Device – Compatible with Google’s Find My Device,"৳ 1,600",Khulna,https://www.daraz.com.bd/products/mili-mitag-google-i530340294.html,1600.0,OFFICIAL!! MiLi MiTag Android Location Tracker Device – Compatible with Google’s
Iron Man Engine Laptop Sticker Laptop Skin Sticker for laptop Back Side AR-5336,৳ 115,Dhaka,https://www.daraz.com.bd/products/ar-5336-i529149149.html,115.0,Iron Man Engine Laptop Sticker Laptop Skin Sticker for laptop Back Side AR-5336
25-in-1 screwdriver set for disassembling laptop and millet mobile phone repair tool disassembly machine,৳ 299,Dhaka,https://www.daraz.com.bd/products/25-1-i203558926.html,299.0,25-in-1 screwdriver set for disassembling laptop and millet mobile phone repair 
Universal PCB Holder Stand Stainless Steel 120x80x20mm Adjustable PCB Holder Circuit Board Fixture Soldering De-Soldering Jig Fixture Small Logic Boards Tool Sets,৳ 202,Dhaka,https://www.daraz.com.bd/products/pcb-120x80x20mm-pcb-i133214705.html,202.0,Universal PCB Holder Stand Stainless Steel 120x80x20mm Adjustable PCB Holder Cir
"""White 2-Step Square Shape Hanging Corner Rack – Durable Iron, Easy Installation, Perfect for Efficient Kitchen Organization and Space Saving""",৳ 213,Dhaka,https://www.daraz.com.bd/products/2-i412156797.html,213.0,"""White 2-Step Square Shape Hanging Corner Rack – Durable Iron, Easy Installation"
Stitch Opener Tools ( 2 pieces ),৳ 55,Dhaka,https://www.daraz.com.bd/products/2-i222996525.html,55.0,Stitch Opener Tools ( 2 pieces )
"60W Precision Bit for Soldering Iron, Soldering TIP",৳ 73,Dhaka,https://www.daraz.com.bd/products/60w-i191131731.html,73.0,"60W Precision Bit for Soldering Iron, Soldering TIP"
5 pcs x Ultra-thin Metal Plate Sticker Iron Stickers for for Car Phone Magnetic Mount Holder,৳ 109,Rangpur,https://www.daraz.com.bd/products/5-pcs-x-ultra-thin-metal-plate-sticker-iron-stickers-for-for-car-phone-magnetic-mount-holder-i268035590.html,109.0,5 pcs x Ultra-thin Metal Plate Sticker Iron Stickers for for Car Phone Magnetic 
Professional Steam Iron Handheld Household Mini Ironing Machine Portable Household Small Mini Steam Iron For Clothes 30w Ironing Machine Home Appliances Travel,৳ 850,Dhaka,https://www.daraz.com.bd/products/30w-i524052043.html,850.0,Professional Steam Iron Handheld Household Mini Ironing Machine Portable Househo
3s 12V Lithium-Ion Battery Level Indicator Module Circuit,৳ 92,Chattogram,https://www.daraz.com.bd/products/3s-12v-lithium-ion-battery-level-indicator-module-circuit-i353962547.html,92.0,3s 12V Lithium-Ion Battery Level Indicator Module Circuit
G7 Bluetooth Car Kit Charger - Black,৳ 650,Dhaka,https://www.daraz.com.bd/products/g7-bluetooth-car-kit-charger-black-i206627276.html,650.0,G7 Bluetooth Car Kit Charger - Black
Gas Saving Net (1 Piece),৳ 39,Dhaka,https://www.daraz.com.bd/products/gas-saving-net-1-piece-i249954630.html,39.0,Gas Saving Net (1 Piece)
Metal Key Ring With Chain Iron Man,৳ 199,Dhaka,https://www.daraz.com.bd/products/-i167190630.html,199.0,Metal Key Ring With Chain Iron Man
Breadboard Project Board 830 point,৳ 135,Dhaka,https://www.daraz.com.bd/products/830-i323470428.html,135.0,Breadboard Project Board 830 point
Servo Tester Gear Test CCPM Consistency Master Checker 3CH 4.8-6V with Indicator Light,৳ 149,Chattogram,https://www.daraz.com.bd/products/servo-tester-gear-test-ccpm-consistency-master-checker-3ch-48-6v-with-indicator-light-i310341037.html,149.0,Servo Tester Gear Test CCPM Consistency Master Checker 3CH 4.8-6V with Indicator
88-108MHz FM Frequency Modulation Wireless Microphone Module DIY Kits Transmitter Board Parts DC 3-6V FM Transmitter,৳ 350,Rajshahi,https://www.daraz.com.bd/products/88-108mhz-fm-diy-dc-3-6v-fm-i318710441.html,350.0,88-108MHz FM Frequency Modulation Wireless Microphone Module DIY Kits Transmitte
Soldering iron stand with Solder Lead arm,৳ 95,Dhaka,https://www.daraz.com.bd/products/-i446064986.html,95.0,Soldering iron stand with Solder Lead arm
Round iron hanging cup stand mug holder for kitchen,৳ 380,Dhaka,https://www.daraz.com.bd/products/-i320852901.html,380.0,Round iron hanging cup stand mug holder for kitchen
Buzzer Alarm 5V to 12V Sounder speaker Buzze ( Pack Of 2 PsC ),৳ 50,Dhaka,https://www.daraz.com.bd/products/5v-12v-2-i162322274.html,50.0,Buzzer Alarm 5V to 12V Sounder speaker Buzze ( Pack Of 2 PsC )
8 in 1 Multi Portable Screw driver Tools Set with 6 LED Torch,৳ 99,Dhaka,https://www.daraz.com.bd/products/8-1-6-led-i529885776.html,99.0,8 in 1 Multi Portable Screw driver Tools Set with 6 LED Torch
Versatile -Travel Men women Custom Logo Gadget Digital Electronic Accessories Storage USB Cable Organizer Bag- Avant-garde,৳ 320,Chattogram,https://www.daraz.com.bd/products/versatile-travel-men-women-custom-logo-gadget-digital-electronic-accessories-storage-usb-cable-organizer-bag-avant-garde-i321920901.html,320.0,Versatile -Travel Men women Custom Logo Gadget Digital Electronic Accessories St
XH-M240 18650 Lithium Battery Capacity Tester Module,৳ 545,Chattogram,https://www.daraz.com.bd/products/xh-m240-18650-i466491311.html,545.0,XH-M240 18650 Lithium Battery Capacity Tester Module
বাইক/সাইকেলের জন্য মোবাইল ফোন হোল্ডার - bike accessories,৳ 220,Dhaka,https://www.daraz.com.bd/products/bike-accessories-i102624809.html,220.0,বাইক/সাইকেলের জন্য মোবাইল ফোন হোল্ডার - bike accessories
"Car android player Android car stereo video audio system 7"" Universal 2 Din Touch screen Toyota Honda Nissan Mitsubishi Hyundai Mg Mazda cars navigation system Car interior accessories","৳ 4,800",Dhaka,https://www.daraz.com.bd/products/7-2-mg-mazda-i524819108.html,4800.0,"Car android player Android car stereo video audio system 7"" Universal 2 Din Touc"
2 Level Hanging Rectangle Shape Wall Mount Storage Rack Organizer Kitchen rack Furniture space savers,৳ 152,Dhaka,https://www.daraz.com.bd/products/2-i345148700.html,152.0,2 Level Hanging Rectangle Shape Wall Mount Storage Rack Organizer Kitchen rack F
4Pcs Foldable Laptop Table Leg Brackets / Connector – Durable Iron Connectors for Portable Desk Repair (Black Finish),৳ 99,Dhaka,https://www.daraz.com.bd/products/4-i531314962.html,99.0,4Pcs Foldable Laptop Table Leg Brackets / Connector – Durable Iron Connectors fo
12V Motorcycle Handlebar Switch 22mm ON-OFF-ON Headlight Fog Brake Light 1pcs Button Switch,৳ 262,Dhaka,https://www.daraz.com.bd/products/12v-22mm-1-i287331810.html,262.0,12V Motorcycle Handlebar Switch 22mm ON-OFF-ON Headlight Fog Brake Light 1pcs Bu
Motorcycle Waterproof Aluminium Alloy Switches 25mm Handlebar Headlight Switch and 3 Wires with Red Led Light,৳ 385,Dhaka,https://www.daraz.com.bd/products/motorcycle-waterproof-aluminium-alloy-switches-25mm-handlebar-headlight-switch-and-3-wires-with-red-led-light-i248711327.html,385.0,Motorcycle Waterproof Aluminium Alloy Switches 25mm Handlebar Headlight Switch a
PD 33W + QC 25W fast charging motherboard PD fast charging Circuit Adapter SMPS,৳ 255,Chattogram,https://www.daraz.com.bd/products/pd-33w-qc-25w-pd-smps-i526696945.html,255.0,PD 33W + QC 25W fast charging motherboard PD fast charging Circuit Adapter SMPS
60W Soldering Iron Adjustable 200-450 Degree Celsius Temperature Controll Hand Tools High Insulatade - Tools,৳ 489,Dhaka,https://www.daraz.com.bd/products/60w-soldering-iron-adjustable-200-450-degree-celsius-temperature-controll-hand-tools-high-insulatade-tools-i208931122.html,489.0,60W Soldering Iron Adjustable 200-450 Degree Celsius Temperature Controll Hand T
3 pcs x Mixed Metal Plate Sticker Ultra-Thin Iron Stickers For Magnetic Car Phone Mount Holder,৳ 109,Rangpur,https://www.daraz.com.bd/products/3-pcs-x-mixed-metal-plate-sticker-ultra-thin-iron-stickers-for-magnetic-car-phone-mount-holder-i268045929.html,109.0,3 pcs x Mixed Metal Plate Sticker Ultra-Thin Iron Stickers For Magnetic Car Phon
"Liteon High Quality 12V 5A Power Supply Adapter For LCD LED OLED TV Monitor, LED Lighting, Audio Amplifier, Charger, Networking Module & Others Electronics Devise",৳ 355,Dhaka,https://www.daraz.com.bd/products/lcd-led-oled-led-liteon-12v-5a-i313332081.html,355.0,"Liteon High Quality 12V 5A Power Supply Adapter For LCD LED OLED TV Monitor, LED"
